datetime_ist,date,time,cwc_rainfall_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_72h_mm,pore_pressure_kpa,pore_pressure_mbar,pressure_change_24h_kpa,tilt_deg,pitch_deg,roll_deg,yaw_deg,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,landslide_risk_score,landslide_risk_level,landslide_event
19-09-2025 02:00,19-09-2025,02:00:00,0,0,9.85,48.97,3.152,31.52,-0.254,5.22,1.19,0.644,5.304,0.0115,0.0088,9.8475,0.1242,0.1953,-0.1531,0,LOW,0
19-09-2025 03:00,19-09-2025,03:00:00,0,0,9.85,48.97,3.073,30.73,-0.375,5.222,1.179,0.635,5.462,-0.0035,-0.0011,9.8107,0.0739,0.0715,0.0153,0.0344,LOW,0
19-09-2025 04:00,19-09-2025,04:00:00,4.73,4.73,14.58,53.71,3.113,31.13,-0.267,5.221,1.186,0.638,5.418,-0.0213,-0.0027,9.8008,-0.0118,-0.0314,-0.1399,0.0045,LOW,0
19-09-2025 05:00,19-09-2025,05:00:00,0,4.73,14.58,53.71,3.116,31.16,-0.242,5.228,1.188,0.637,5.404,-0.0053,-0.0191,9.8191,-0.0323,-0.1722,0.0099,0,LOW,0
19-09-2025 06:00,19-09-2025,06:00:00,0,4.73,14.58,53.71,3.083,30.83,-0.284,5.225,1.184,0.633,5.427,-0.0199,-0.0056,9.8023,-0.1165,-0.0241,0.086,0.0302,LOW,0
19-09-2025 07:00,19-09-2025,07:00:00,0,4.73,14.58,53.71,3.045,30.45,-0.306,5.217,1.179,0.628,5.511,0.0069,-0.0024,9.831,0.0736,0.0359,-0.0216,0,LOW,0
19-09-2025 08:00,19-09-2025,08:00:00,0,4.73,8.59,53.71,3.011,30.11,-0.422,5.209,1.175,0.623,5.4,0.0059,0.021,9.7987,0.0883,-0.012,-0.0845,0.0111,LOW,0
19-09-2025 09:00,19-09-2025,09:00:00,0,4.73,8.59,53.71,2.98,29.8,-0.475,5.211,1.175,0.621,5.394,-0.0023,-0.0081,9.781,-0.0185,0.0286,-0.0365,0,LOW,0
19-09-2025 10:00,19-09-2025,10:00:00,0,0,8.59,53.71,2.966,29.66,-0.454,5.221,1.176,0.62,5.53,-0.0026,0.0128,9.8291,-0.2552,-0.0465,0.0113,0.0111,LOW,0
19-09-2025 11:00,19-09-2025,11:00:00,0,0,8.59,53.71,2.879,28.79,-0.542,5.221,1.177,0.618,5.397,0.0158,-0.0015,9.7873,0.0317,-0.0727,0.1131,0,LOW,0
19-09-2025 12:00,19-09-2025,12:00:00,11.7,11.7,20.29,65.41,3.123,31.23,-0.299,5.225,1.196,0.629,5.456,0.0117,-0.015,9.8124,-0.0447,0.0196,-0.0237,0,LOW,0
19-09-2025 13:00,19-09-2025,13:00:00,0,11.7,20.29,65.41,3.175,31.75,-0.233,5.227,1.205,0.633,5.056,-0.0266,0.0193,9.846,0.0147,0.0734,-0.0217,0.0174,LOW,0
19-09-2025 14:00,19-09-2025,14:00:00,1.8,13.5,22.09,67.2,3.254,32.54,-0.15,5.225,1.218,0.64,5.314,-0.0106,0.0016,9.7801,-0.0172,0.0584,0.0228,0,LOW,0
19-09-2025 15:00,19-09-2025,15:00:00,0,13.5,22.09,67.2,3.334,33.34,-0.06,5.215,1.231,0.647,5.281,0.009,-0.0116,9.7779,0.0532,-0.0261,0.0456,0,LOW,0
19-09-2025 16:00,19-09-2025,16:00:00,9.46,22.95,31.54,76.66,3.563,35.63,0.217,5.216,1.267,0.669,5.276,0.0148,0.0101,9.8071,0.0786,0.1202,0.063,0,LOW,0
19-09-2025 17:00,19-09-2025,17:00:00,0,22.95,27.69,76.66,3.646,36.46,0.246,5.221,1.28,0.676,5.321,0.0326,0.0228,9.8102,0.005,0.0478,0.0208,0,LOW,0
19-09-2025 18:00,19-09-2025,18:00:00,3.4,14.66,31.09,80.06,3.735,37.35,0.366,5.224,1.295,0.684,5.316,0.0102,-0.0183,9.8267,-0.0545,-0.1005,0.0523,0,LOW,0
19-09-2025 19:00,19-09-2025,19:00:00,0,14.66,31.09,80.06,3.751,37.51,0.405,5.223,1.298,0.684,5.467,-0.0284,0.0125,9.8543,0.0304,-0.145,-0.0432,0.0019,LOW,0
19-09-2025 20:00,19-09-2025,20:00:00,0,12.86,31.09,80.06,3.717,37.17,0.363,5.22,1.294,0.679,5.269,-0.0053,-0.0212,9.7745,0.0646,-0.0373,0.0204,0,LOW,0
19-09-2025 21:00,19-09-2025,21:00:00,0,12.86,31.09,73.33,3.727,37.27,0.381,5.216,1.297,0.679,5.472,0.0117,-0.0259,9.8111,0.1316,-0.0637,0.0829,0,LOW,0
19-09-2025 22:00,19-09-2025,22:00:00,0,3.4,31.09,73.33,3.737,37.37,0.394,5.212,1.3,0.679,5.45,-0.0276,-0.021,9.7697,0.1525,-0.1009,0.0977,0,LOW,0
19-09-2025 23:00,19-09-2025,23:00:00,0,3.4,31.09,73.33,3.678,36.78,0.417,5.213,1.292,0.672,5.23,0.0045,-0.0032,9.8241,-0.0269,-0.0674,0.036,0,LOW,0
20-09-2025 00:00,20-09-2025,00:00:00,0,0,31.09,73.33,3.702,37.02,0.481,5.212,1.297,0.673,5.182,-0.0103,0.0058,9.7951,-0.0762,-0.0137,-0.1239,0.0194,LOW,0
20-09-2025 01:00,20-09-2025,01:00:00,1.89,1.89,32.98,75.22,3.727,37.27,0.531,5.216,1.302,0.675,5.319,0.0071,-0.0074,9.8209,0.0715,-0.1468,-0.01,0.0109,LOW,0
20-09-2025 02:00,20-09-2025,02:00:00,0,1.89,32.98,75.22,3.679,36.79,0.527,5.21,1.296,0.669,5.492,0.0118,-0.0161,9.8223,-0.0395,-0.0569,-0.0038,0.0222,LOW,0
20-09-2025 03:00,20-09-2025,03:00:00,0,1.89,32.98,67.59,3.666,36.66,0.592,5.21,1.295,0.666,5.389,-0.0165,0.0049,9.8221,0.0132,0.0241,0.113,0.0008,LOW,0
20-09-2025 04:00,20-09-2025,04:00:00,4.88,6.77,33.13,72.47,3.772,37.72,0.658,5.21,1.312,0.676,5.569,0.0251,0.0027,9.8078,0.0444,0.0005,0.0284,0.0283,LOW,0
20-09-2025 05:00,20-09-2025,05:00:00,0,6.77,33.13,72.47,3.758,37.58,0.642,5.208,1.311,0.673,5.18,-0.0296,0.0001,9.764,-0.0121,0.0043,-0.0274,0.0399,LOW,0
20-09-2025 06:00,20-09-2025,06:00:00,10.57,17.34,43.7,83.04,3.987,39.87,0.904,5.21,1.346,0.695,5.197,0.0082,0.0133,9.7786,0.097,0.0447,-0.0142,0.016,LOW,0
20-09-2025 07:00,20-09-2025,07:00:00,0,15.45,43.7,83.04,4.079,40.79,1.034,5.205,1.361,0.703,5.213,0.0184,0.0009,9.822,-0.009,0.0264,0.1107,0.0231,LOW,0
20-09-2025 08:00,20-09-2025,08:00:00,0,15.45,43.7,83.04,4.111,41.11,1.1,5.213,1.367,0.705,5.432,0.0032,0.0195,9.8355,-0.0107,0.0049,0.1134,0.0366,LOW,0
20-09-2025 09:00,20-09-2025,09:00:00,0,15.45,43.7,83.04,4.148,41.48,1.168,5.216,1.374,0.708,5.428,-0.0121,-0.031,9.768,-0.091,0.1195,0.1275,0.0125,LOW,0
20-09-2025 10:00,20-09-2025,10:00:00,0,10.57,43.7,78.94,4.201,42.01,1.235,5.219,1.383,0.712,5.405,-0.0034,-0.0198,9.7584,-0.1227,0.0265,0.1219,0.0064,LOW,0
20-09-2025 11:00,20-09-2025,11:00:00,4.78,15.35,48.48,83.72,4.329,43.29,1.45,5.219,1.403,0.723,5.378,-0.0198,0.0144,9.8541,0.0754,-0.0288,0.0771,0,LOW,0
20-09-2025 12:00,20-09-2025,12:00:00,0,4.78,36.78,83.72,4.334,43.34,1.21,5.218,1.405,0.723,5.521,-0.0113,-0.0289,9.8153,0.0009,-0.005,-0.0994,0,LOW,0
20-09-2025 13:00,20-09-2025,13:00:00,2.7,7.48,39.48,86.42,4.37,43.7,1.195,5.214,1.411,0.725,5.338,-0.0029,0.0129,9.7715,0.0327,-0.038,-0.0666,0.0337,LOW,0
20-09-2025 14:00,20-09-2025,14:00:00,0,7.48,37.68,86.42,4.349,43.49,1.095,5.21,1.409,0.722,5.478,0.0019,0.0164,9.7795,0.0723,0.044,0.1723,0,LOW,0
20-09-2025 15:00,20-09-2025,15:00:00,0,7.48,37.68,86.42,4.355,43.55,1.021,5.201,1.412,0.722,5.613,-0.0028,-0.0058,9.7965,-0.1005,-0.0312,-0.179,0.014,LOW,0
20-09-2025 16:00,20-09-2025,16:00:00,0,7.48,28.23,86.42,4.316,43.16,0.753,5.202,1.407,0.717,5.26,0.006,0.0066,9.7842,-0.0379,0.0401,0.0073,0.0081,LOW,0
20-09-2025 17:00,20-09-2025,17:00:00,0,2.7,28.23,86.42,4.293,42.93,0.647,5.207,1.405,0.713,5.282,0.001,-0.0012,9.7905,0.07,0.0114,0.0234,0,LOW,0
20-09-2025 18:00,20-09-2025,18:00:00,0,2.7,24.83,86.42,4.234,42.34,0.498,5.2,1.397,0.706,5.107,-0.0064,0.0042,9.8199,0.0497,0.0391,0.0996,0.0691,LOW,0
20-09-2025 19:00,20-09-2025,19:00:00,0,0,24.83,86.42,4.197,41.97,0.446,5.208,1.392,0.701,5.419,0.013,-0.0243,9.8074,-0.0069,0.0567,0.079,0.0143,LOW,0
20-09-2025 20:00,20-09-2025,20:00:00,0,0,24.83,86.42,4.182,41.82,0.466,5.199,1.391,0.699,5.296,-0.0028,0.0113,9.8146,-0.025,-0.1154,-0.0837,0.0352,LOW,0
20-09-2025 21:00,20-09-2025,21:00:00,0,0,24.83,86.42,4.087,40.87,0.36,5.205,1.378,0.688,5.324,-0.019,-0.0087,9.8225,-0.0297,-0.0966,-0.0513,0.006,LOW,0
20-09-2025 22:00,20-09-2025,22:00:00,0,0,24.83,70.09,4.033,40.33,0.296,5.2,1.371,0.682,5.574,0.0011,-0.0176,9.7944,0.0522,0.0256,-0.0189,0.0445,LOW,0
20-09-2025 23:00,20-09-2025,23:00:00,0,0,24.83,70.09,3.941,39.41,0.263,5.207,1.358,0.671,5.407,-0.0275,-0.0258,9.8461,0.2228,0.0187,-0.1009,0,LOW,0
21-09-2025 00:00,21-09-2025,00:00:00,0,0,24.83,65.76,3.893,38.93,0.191,5.212,1.352,0.665,5.229,-0.0201,-0.0035,9.8236,-0.069,-0.0225,0.0714,0,LOW,0
21-09-2025 01:00,21-09-2025,01:00:00,0,0,22.93,65.76,3.859,38.59,0.132,5.228,1.348,0.661,5.284,0.0152,-0.0063,9.8207,0.1651,-0.047,-0.1032,0,LOW,0
21-09-2025 02:00,21-09-2025,02:00:00,0,0,22.93,65.76,3.808,38.08,0.129,5.225,1.342,0.655,5.242,0.0325,-0.0044,9.7959,-0.0938,0.1203,0.1255,0,LOW,0
21-09-2025 03:00,21-09-2025,03:00:00,24.47,24.47,47.41,90.24,4.281,42.81,0.616,5.212,1.414,0.701,5.374,0.0113,-0.0063,9.8238,-0.109,-0.0893,-0.0971,0,LOW,0
21-09-2025 04:00,21-09-2025,04:00:00,0,24.47,42.53,90.24,4.376,43.76,0.604,5.201,1.429,0.709,5.349,0.0103,-0.0171,9.8215,-0.0823,-0.0091,0.1234,0,LOW,0
21-09-2025 05:00,21-09-2025,05:00:00,8.47,32.94,50.99,98.7,4.606,46.06,0.847,5.201,1.465,0.731,5.484,0.0028,0.0234,9.8218,0.1645,0.26,0.0105,0.0186,LOW,0
21-09-2025 06:00,21-09-2025,06:00:00,0,32.94,40.42,98.7,4.724,47.24,0.737,5.202,1.484,0.742,5.367,-0.0201,-0.0045,9.8294,-0.1395,0.0157,-0.0138,0,LOW,0
21-09-2025 07:00,21-09-2025,07:00:00,0,32.94,40.42,98.7,4.801,48.01,0.722,5.199,1.496,0.749,5.294,0.0178,0.0142,9.822,-0.0615,0.0181,0.1946,0.0491,LOW,0
21-09-2025 08:00,21-09-2025,08:00:00,0,32.94,40.42,92.71,4.873,48.73,0.761,5.202,1.508,0.755,5.357,-0.0004,-0.0136,9.8165,-0.0288,0.0253,0.027,0.0679,LOW,0
21-09-2025 09:00,21-09-2025,09:00:00,0,8.47,40.42,92.71,4.868,48.68,0.72,5.208,1.509,0.753,5.195,-0.0137,0.0405,9.8391,0.0312,-0.2018,0.0973,0,LOW,0
21-09-2025 10:00,21-09-2025,10:00:00,6.94,15.41,47.37,99.65,5.05,50.5,0.849,5.212,1.537,0.771,5.27,0.0231,0.0113,9.7813,0.032,0.027,-0.028,0.0594,LOW,0
21-09-2025 11:00,21-09-2025,11:00:00,0,6.94,42.59,99.65,5.087,50.87,0.758,5.213,1.544,0.773,5.331,0.0311,0.0241,9.8429,0.0062,-0.0621,-0.0424,0.0604,LOW,0
21-09-2025 12:00,21-09-2025,12:00:00,0,6.94,42.59,99.65,5.064,50.64,0.73,5.208,1.541,0.77,5.505,-0.0319,0.0181,9.8124,-0.0298,-0.0472,-0.0381,0.1025,LOW,0
21-09-2025 13:00,21-09-2025,13:00:00,0,6.94,39.88,99.65,5.016,50.16,0.646,5.214,1.535,0.764,5.423,0.0129,0.007,9.7848,-0.1056,-0.0995,-0.0407,0.0779,LOW,0
21-09-2025 14:00,21-09-2025,14:00:00,0,6.94,39.88,99.65,5.01,50.1,0.661,5.223,1.536,0.762,5.347,0.0018,0.0044,9.846,-0.0442,-0.0988,0.0853,0.0617,LOW,0
21-09-2025 15:00,21-09-2025,15:00:00,0,6.94,39.88,99.65,4.962,49.62,0.607,5.221,1.53,0.757,5.376,0.007,-0.0044,9.8127,0.1333,0.1532,-0.0177,0.0517,LOW,0
21-09-2025 16:00,21-09-2025,16:00:00,0,0,39.88,99.65,4.939,49.39,0.623,5.214,1.527,0.753,5.455,0.0236,0.0046,9.8199,0.08,0.0971,-0.0204,0.0748,LOW,0
21-09-2025 17:00,21-09-2025,17:00:00,10.32,10.32,50.21,106.12,5.149,51.49,0.855,5.222,1.56,0.773,5.306,0.0068,-0.0106,9.8012,0.0699,0.1442,-0.0755,0.1029,LOW,0
21-09-2025 18:00,21-09-2025,18:00:00,0,10.32,50.21,106.12,5.191,51.91,0.958,5.225,1.567,0.777,5.425,-0.0012,0.0086,9.8269,-0.1533,0.0174,-0.0949,0.0992,LOW,0
21-09-2025 19:00,21-09-2025,19:00:00,0,10.32,50.21,106.12,5.226,52.26,1.029,5.228,1.574,0.779,5.263,-0.0147,-0.0176,9.8316,0.008,-0.0541,0.1289,0.1321,LOW,0
21-09-2025 20:00,21-09-2025,20:00:00,0,10.32,50.21,106.12,5.237,52.37,1.054,5.239,1.576,0.779,5.349,-0.0001,0.0052,9.7961,-0.0575,-0.1628,-0.0579,0.097,LOW,0
21-09-2025 21:00,21-09-2025,21:00:00,0,10.32,50.21,106.12,5.245,52.45,1.158,5.229,1.579,0.779,5.44,0.0071,-0.0093,9.7855,0.0755,-0.0903,0.0182,0.128,LOW,0
21-09-2025 22:00,21-09-2025,22:00:00,11.21,21.54,61.42,117.33,5.49,54.9,1.457,5.229,1.636,0.815,5.43,-0.0309,0.0176,9.8248,-0.0459,0.0926,-0.0962,0.1601,LOW,0
21-09-2025 23:00,21-09-2025,23:00:00,0,11.21,61.42,117.33,5.487,54.87,1.546,5.232,1.636,0.814,5.097,-0.01,-0.0187,9.783,-0.0667,-0.0663,0.0025,0.1287,LOW,0
22-09-2025 00:00,22-09-2025,00:00:00,0,11.21,61.42,117.33,5.506,55.06,1.613,5.245,1.64,0.815,5.335,0.0004,-0.0222,9.8256,-0.0539,-0.037,0.028,0.1257,LOW,0
22-09-2025 01:00,22-09-2025,01:00:00,4.28,15.49,65.69,121.61,5.597,55.97,1.739,5.246,1.713,0.861,5.393,-0.0072,0.0042,9.8126,-0.0924,-0.0168,-0.0787,0.1577,LOW,0
22-09-2025 02:00,22-09-2025,02:00:00,0,15.49,65.69,121.61,5.631,56.31,1.823,5.244,1.719,0.864,5.249,0.0243,-0.0187,9.8117,0.0579,0.0039,0.012,0.1716,LOW,0
22-09-2025 03:00,22-09-2025,03:00:00,0,15.49,41.22,121.61,5.629,56.29,1.348,5.247,1.643,0.811,5.42,-0.022,0.0014,9.7779,-0.0195,-0.0372,-0.0395,0.1498,LOW,0
22-09-2025 04:00,22-09-2025,04:00:00,0,4.28,41.22,116.88,5.609,56.09,1.233,5.252,1.641,0.808,5.179,-0.0302,0.0126,9.8114,-0.0117,-0.0664,0.0112,0.1597,LOW,0
22-09-2025 05:00,22-09-2025,05:00:00,0,4.28,32.75,116.88,5.564,55.64,0.958,5.26,1.636,0.803,5.196,0.0303,0.0003,9.802,-0.0753,-0.0974,0.0204,0.1075,LOW,0
22-09-2025 06:00,22-09-2025,06:00:00,0,4.28,32.75,116.88,5.545,55.45,0.821,5.27,1.634,0.8,4.963,-0.002,-0.0152,9.7617,0.0511,-0.0093,0.0862,0.1127,LOW,0
22-09-2025 07:00,22-09-2025,07:00:00,0,0,32.75,116.88,5.477,54.77,0.676,5.26,1.625,0.792,5.254,-0.0139,-0.0112,9.7922,-0.0941,0.0271,-0.1003,0.1754,LOW,0
22-09-2025 08:00,22-09-2025,08:00:00,0,0,32.75,116.88,5.389,53.89,0.516,5.256,1.613,0.783,5.039,0.0163,0.011,9.7986,-0.019,-0.0682,0.127,0.1265,LOW,0
22-09-2025 09:00,22-09-2025,09:00:00,0,0,32.75,116.88,5.345,53.45,0.477,5.262,1.607,0.777,5.439,-0.0054,0.0036,9.8088,0.128,-0.0668,0.0512,0.1145,LOW,0
22-09-2025 10:00,22-09-2025,10:00:00,0,0,25.81,116.88,5.276,52.76,0.226,5.265,1.598,0.769,5.529,-0.0017,-0.0064,9.8052,0.0857,0.086,-0.0209,0.1504,LOW,0
22-09-2025 11:00,22-09-2025,11:00:00,0,0,25.81,116.88,5.205,52.05,0.119,5.268,1.588,0.761,5.182,0.0001,0.0112,9.7839,0.1923,-0.0442,-0.0491,0.1096,LOW,0
22-09-2025 12:00,22-09-2025,12:00:00,0,0,25.81,105.18,5.132,51.32,0.068,5.265,1.579,0.753,5.27,0.0161,-0.0195,9.7629,0.0277,0.0227,0.0809,0.1214,LOW,0
22-09-2025 13:00,22-09-2025,13:00:00,12.96,12.96,38.77,118.14,5.371,53.71,0.355,5.268,1.616,0.776,5.304,0.0017,0.0137,9.7941,-0.0033,-0.0019,0.0098,0.0944,LOW,0
22-09-2025 14:00,22-09-2025,14:00:00,0,12.96,38.77,116.34,5.366,53.66,0.356,5.267,1.616,0.775,5.188,0.0161,0.0111,9.8459,0.0706,-0.1007,-0.0751,0.1616,LOW,0
22-09-2025 15:00,22-09-2025,15:00:00,1.45,14.41,40.22,117.79,5.414,54.14,0.452,5.271,1.624,0.779,5.338,0.012,-0.0146,9.845,-0.062,-0.0225,-0.0232,0.1625,LOW,0
22-09-2025 16:00,22-09-2025,16:00:00,10.83,25.23,51.04,119.16,5.692,56.92,0.753,5.275,1.667,0.805,5.268,-0.0169,0.0025,9.8267,0.1672,-0.0024,-0.1053,0.2024,LOW,0
22-09-2025 17:00,22-09-2025,17:00:00,0,25.23,40.72,119.16,5.731,57.31,0.582,5.278,1.674,0.808,5.124,0.0042,-0.0069,9.802,0.1317,-0.0946,-0.0365,0.1611,LOW,0
22-09-2025 18:00,22-09-2025,18:00:00,0,25.23,40.72,115.75,5.827,58.27,0.636,5.281,1.689,0.817,5.335,-0.0119,0.017,9.8357,-0.0125,-0.0005,0.0384,0.1891,LOW,0
22-09-2025 19:00,22-09-2025,19:00:00,0,12.27,40.72,115.75,5.806,58.06,0.58,5.281,1.687,0.814,5.347,0.0111,0.0275,9.7767,-0.1005,0.0709,-0.1816,0.1688,LOW,0
22-09-2025 20:00,22-09-2025,20:00:00,0,12.27,40.72,115.75,5.8,58,0.563,5.292,1.688,0.813,5.038,-0.0032,-0.0246,9.8194,0.1571,0.0554,0.0494,0.2111,LOW,0
22-09-2025 21:00,22-09-2025,21:00:00,0,10.83,40.72,115.75,5.747,57.47,0.502,5.3,1.681,0.806,5.281,-0.0013,0.0028,9.8024,-0.0085,-0.1133,-0.0575,0.147,LOW,0
22-09-2025 22:00,22-09-2025,22:00:00,0,0,29.51,115.75,5.676,56.76,0.187,5.301,1.671,0.798,5.231,-0.0235,-0.0039,9.8004,-0.118,0.0089,-0.072,0.1565,LOW,0
22-09-2025 23:00,22-09-2025,23:00:00,0,0,29.51,115.75,5.605,56.05,0.118,5.307,1.662,0.79,5.314,-0.007,-0.0133,9.8148,0.0433,-0.0337,-0.0052,0.1729,LOW,0
23-09-2025 00:00,23-09-2025,00:00:00,0,0,29.51,115.75,5.538,55.38,0.032,5.32,1.653,0.783,5.439,-0.0243,-0.0145,9.8111,0.0814,-0.0593,-0.0008,0.145,LOW,0
23-09-2025 01:00,23-09-2025,01:00:00,0,0,25.23,113.86,5.493,54.93,-0.105,5.316,1.647,0.777,5.418,-0.0166,-0.0044,9.7772,0.1636,0.0573,0.0759,0.1744,LOW,0
23-09-2025 02:00,23-09-2025,02:00:00,0,0,25.23,113.86,5.466,54.66,-0.164,5.313,1.644,0.774,5.401,-0.0064,-0.011,9.8474,0.0815,0.0153,0.0305,0.1228,LOW,0
23-09-2025 03:00,23-09-2025,03:00:00,0,0,25.23,113.86,5.426,54.26,-0.203,5.314,1.639,0.769,5.294,0.0117,0.0153,9.8112,0.0989,-0.0142,-0.1187,0.1328,LOW,0
23-09-2025 04:00,23-09-2025,04:00:00,0,0,25.23,108.98,5.356,53.56,-0.253,5.317,1.63,0.761,5.244,-0.0259,0.0114,9.8524,0.0002,-0.0937,0.0787,0.0897,LOW,0
23-09-2025 05:00,23-09-2025,05:00:00,4.54,4.54,29.77,113.52,5.4,54,-0.164,5.315,1.638,0.765,5.028,-0.024,-0.0046,9.7969,-0.1864,-0.0106,0.1695,0.1377,LOW,0
23-09-2025 06:00,23-09-2025,06:00:00,0,4.54,29.77,102.95,5.395,53.95,-0.15,5.32,1.638,0.763,5.37,0.0126,0.0019,9.8485,-0.0562,-0.0096,-0.0715,0.1066,LOW,0
23-09-2025 07:00,23-09-2025,07:00:00,0,4.54,29.77,102.95,5.326,53.26,-0.151,5.32,1.629,0.756,5.387,0.0031,-0.006,9.8161,0.1003,-0.0725,-0.1631,0.1023,LOW,0
23-09-2025 08:00,23-09-2025,08:00:00,0,4.54,29.77,102.95,5.304,53.04,-0.084,5.328,1.627,0.752,5.07,0.0139,-0.0057,9.8388,-0.0132,0.0569,-0.0095,0.0929,LOW,0
23-09-2025 09:00,23-09-2025,09:00:00,0,4.54,29.77,102.95,5.24,52.4,-0.104,5.325,1.618,0.745,5.325,0.0071,-0.0097,9.7938,0.0417,-0.0387,-0.0591,0.0466,LOW,0
23-09-2025 10:00,23-09-2025,10:00:00,0,4.54,29.77,102.95,5.228,52.28,-0.048,5.321,1.617,0.743,5.392,0.0062,-0.0224,9.7854,-0.0436,0.1305,-0.0673,0.0403,LOW,0
23-09-2025 11:00,23-09-2025,11:00:00,0,0,29.77,98.17,5.167,51.67,-0.039,5.32,1.609,0.736,5.163,-0.0057,0.0076,9.8585,-0.1759,0.0113,0.0509,0.0502,LOW,0
23-09-2025 12:00,23-09-2025,12:00:00,0,0,29.77,98.17,5.087,50.87,-0.045,5.32,1.598,0.727,5.362,-0.016,-0.0207,9.7391,-0.1453,0.0228,-0.061,0.0495,LOW,0
23-09-2025 13:00,23-09-2025,13:00:00,0,0,16.81,95.47,5,50,-0.372,5.316,1.586,0.718,5.127,0.0156,0.0003,9.7858,0.1249,0.1302,0.1408,0.0488,LOW,0
23-09-2025 14:00,23-09-2025,14:00:00,0,0,16.81,95.47,4.917,49.17,-0.449,5.317,1.575,0.709,5.209,0.0045,-0.0084,9.8429,-0.0253,0.1182,-0.0804,0.0456,LOW,0
23-09-2025 15:00,23-09-2025,15:00:00,0,0,15.36,95.47,4.871,48.71,-0.543,5.314,1.569,0.703,5.123,0.0109,0.022,9.8346,-0.0961,-0.0457,0.0365,0.041,LOW,0
23-09-2025 16:00,23-09-2025,16:00:00,0,0,4.54,95.47,4.822,48.22,-0.87,5.326,1.563,0.698,5.36,0.0279,0.0091,9.8384,-0.0531,0.0332,0.0979,0.0357,LOW,0
23-09-2025 17:00,23-09-2025,17:00:00,0,0,4.54,95.47,4.731,47.31,-1,5.326,1.551,0.688,5.358,-0.0044,-0.0091,9.8092,0.0109,0.027,-0.0805,0,LOW,0
23-09-2025 18:00,23-09-2025,18:00:00,0,0,4.54,95.47,4.629,46.29,-1.198,5.329,1.536,0.677,5.196,0.0074,0.0017,9.8137,0.0027,0.0358,-0.2127,0.0747,LOW,0
23-09-2025 19:00,23-09-2025,19:00:00,0,0,4.54,95.47,4.602,46.02,-1.204,5.322,1.533,0.673,5.109,0.0057,-0.0242,9.8194,0.0731,0.0346,-0.0834,0.0248,LOW,0
23-09-2025 20:00,23-09-2025,20:00:00,0,0,4.54,95.47,4.545,45.45,-1.255,5.326,1.526,0.667,5.575,0.0096,-0.0082,9.7979,0.1551,0.0165,0.1753,0,LOW,0
23-09-2025 21:00,23-09-2025,21:00:00,0,0,4.54,95.47,4.45,44.5,-1.297,5.322,1.513,0.656,5.266,0.0125,-0.0107,9.7984,0.053,0.0248,-0.0702,0,LOW,0
23-09-2025 22:00,23-09-2025,22:00:00,16.72,16.72,21.26,112.18,4.772,47.72,-0.905,5.328,1.562,0.688,5.249,-0.0207,0.016,9.81,-0.0922,0.1423,-0.0319,0.0118,LOW,0
23-09-2025 23:00,23-09-2025,23:00:00,0,16.72,21.26,112.18,4.768,47.68,-0.837,5.32,1.563,0.687,5.16,-0.0002,-0.0131,9.8105,-0.0882,-0.0771,0.0845,0.0429,LOW,0
24-09-2025 00:00,24-09-2025,00:00:00,0,16.72,21.26,112.18,4.742,47.42,-0.795,5.32,1.56,0.683,5.137,-0.0101,-0.0047,9.8124,0.0479,-0.0423,0.055,0.0214,LOW,0
24-09-2025 01:00,24-09-2025,01:00:00,0,16.72,21.26,112.18,4.742,47.42,-0.751,5.327,1.561,0.682,5.317,-0.0114,0.0123,9.8631,-0.036,0.0043,0.0213,0.0954,LOW,0
24-09-2025 02:00,24-09-2025,02:00:00,0,16.72,21.26,112.18,4.714,47.14,-0.752,5.329,1.558,0.679,5.294,0.0142,-0.0071,9.7969,-0.0324,0.0856,0.0684,0.0285,LOW,0
24-09-2025 03:00,24-09-2025,03:00:00,4.25,20.97,25.5,91.96,4.808,48.08,-0.617,5.329,1.573,0.688,5.188,0.0123,0.0023,9.8607,0.0081,0.0184,-0.0283,0.0584,LOW,0
24-09-2025 04:00,24-09-2025,04:00:00,0,4.25,25.5,91.96,4.76,47.6,-0.596,5.337,1.567,0.682,5.349,-0.0109,0.0129,9.8004,-0.0539,0.0546,0.0099,0.07,LOW,0
24-09-2025 05:00,24-09-2025,05:00:00,0,4.25,20.97,83.49,4.703,47.03,-0.697,5.333,1.559,0.675,5.223,-0.0024,-0.0035,9.8261,-0.0235,0.0656,0.1514,0,LOW,0
24-09-2025 06:00,24-09-2025,06:00:00,0,4.25,20.97,83.49,4.683,46.83,-0.712,5.327,1.558,0.673,5.324,0.0204,-0.0094,9.8077,0.0245,0.0135,0.0322,0.0175,LOW,0
24-09-2025 07:00,24-09-2025,07:00:00,0,4.25,20.97,83.49,4.651,46.51,-0.675,5.321,1.554,0.669,5.293,-0.0011,0.0111,9.7883,-0.0826,-0.101,-0.0273,0.0728,LOW,0
24-09-2025 08:00,24-09-2025,08:00:00,0,4.25,20.97,83.49,4.593,45.93,-0.711,5.316,1.546,0.662,5.226,0.0049,0.0006,9.8265,0.0491,-0.1144,0.0956,0.0085,LOW,0
